ORDER_ID,ORDER_DATE,REGION,CATEGORY,PRODUCT_NAME,UNIT_PRICE,QUANTITY,PAYMENT_METHOD,CUSTOMER_ID,CUSTOMER_SEGMENT,STORE_ID,DELIVERY_DAYS,TOTAL_PRICE,PROMISED_DELIVERY_DATE,ACTUAL_DELIVERY_DATE,DELIVERY_STATUS
ORD102993,9/24/2021,West,Books,Atomic Habits,196,5,Wallet,7752,Premium,14,1,980,9/25/2021,9/27/2021,Late
ORD102994,9/25/2021,East,Clothing,Adidas Hoodie,246,2,Wallet,3559,New,11,6,492,10/1/2021,10/2/2021,Late
ORD102995,9/25/2021,West,Grocery,Parle-G Biscuits,1305,2,Wallet,5637,Regular,17,2,2610,9/27/2021,9/28/2021,Late
ORD102996,9/25/2021,West,Toys,LEGO Classic,1180,2,Wallet,1612,Regular,5,6,2360,10/1/2021,9/30/2021,On-Time
ORD102997,9/26/2021,East,Toys,Monopoly Board Game,1165,3,Cash,8746,New,14,3,3495,9/29/2021,10/1/2021,Late
ORD102998,9/26/2021,North,Toys,LEGO Classic,965,1,UPI,2884,Regular,17,2,965,9/28/2021,9/27/2021,On-Time
ORD102999,9/26/2021,North,Furniture,Godrej Office Chair,1834,5,Cash,5024,Regular,20,Five,9170,10/1/2021,10/3/2021,Late
ORD103000,9/27/2021,South,Electronics,Samsung Galaxy S22,642,5,Cash,4134,Regular,2,4,3210,10/1/2021,10/2/2021,Late
ORD103001,9/27/2021,West,Toys,Monopoly Board Game,791,2,UPI,2622,New,7,6,1582,10/3/2021,10/4/2021,Late
ORD103002,9/27/2021,East,Clothing,Zara T-Shirt,1125,3,Cash,4282,Regular,4,7,3375,10/4/2021,10/6/2021,Late
ORD103003,9/28/2021,South,Toys,Barbie Dreamhouse,1411,3,Wallet,3610,Premium,8,6,4233,10/4/2021,10/3/2021,On-Time
ORD103004,9/28/2021,North,Furniture,Urban Ladder Sofa,1261,2,Wallet,4069,Regular,1,7,2522,10/5/2021,10/4/2021,On-Time
ORD103005,9/28/2021,North,Books,Deep Work,1740,2,UPI,7486,Premium,10,3,3480,10/1/2021,9/30/2021,On-Time
ORD103006,9/29/2021,East,Clothing,H&M Jacket,1635,1,UPI,2255,Regular,1,Five,1635,10/4/2021,10/6/2021,Late
ORD103007,9/29/2021,South,Furniture,Sleepwell Mattress,1003,3,UPI,3660,Premium,1,6,3009,10/5/2021,10/7/2021,Late
ORD103008,9/29/2021,South,Books,Ikigai,829,5,Wallet,5452,Regular,4,7,4145,10/6/2021,10/5/2021,On-Time
ORD103009,9/30/2021,East,Clothing,Levi's 511 Jeans,1345,2,UPI,8102,Premium,17,4,2690,10/4/2021,10/3/2021,On-Time
ORD103010,9/30/2021,East,Grocery,Parle-G Biscuits,430,1,Cash,5176,Premium,5,6,430,10/6/2021,10/8/2021,Late
ORD103011,9/30/2021,South,Electronics,iPhone 13,716,5,Cash,4686,Regular,14,3,3580,10/3/2021,10/5/2021,Late
ORD103012,10/1/2021,North,Electronics,Samsung Galaxy S22,503,3,Card,6237,New,6,4,1509,10/5/2021,10/4/2021,On-Time
ORD103013,10/1/2021,West,Furniture,IKEA Bookshelf,,2,Card,8661,Regular,7,1,1214,10/2/2021,10/1/2021,On-Time
ORD103014,10/1/2021,North,Books,Rich Dad Poor Dad,1250,2,UPI,1790,New,8,1,2500,10/2/2021,10/3/2021,Late
ORD103015,10/2/2021,East,Electronics,Sony WH-1000XM4,1388,1,Card,9416,New,18,6,1388,10/8/2021,10/8/2021,On-Time
ORD103016,10/2/2021,South,Books,The Psychology of Money,1835,1,Wallet,4034,New,4,2,1835,10/4/2021,10/6/2021,Late
ORD103017,10/2/2021,South,Books,Ikigai,1887,3,Wallet,1225,New,3,2,5661,10/4/2021,10/4/2021,On-Time
ORD103018,10/3/2021,West,Furniture,Urban Ladder Sofa,1138,2,Cash,6348,New,4,2,2276,10/5/2021,10/7/2021,Late
ORD103019,10/3/2021,South,Furniture,Godrej Office Chair,325,1,Cash,7466,New,16,2,325,10/5/2021,10/6/2021,Late
ORD103020,10/3/2021,West,Furniture,Sleepwell Mattress,1083,2,Card,4179,Regular,13,7,2166,10/10/2021,10/12/2021,Late
ORD103021,10/4/2021,North,Electronics,iPhone 13,964,3,Card,5223,Premium,11,6,2892,10/10/2021,10/12/2021,Late
ORD103022,10/4/2021,North,Furniture,IKEA Bookshelf,1228,2,Wallet,8520,Premium,11,4,2456,10/8/2021,10/8/2021,On-Time
ORD103023,10/4/2021,South,Electronics,Samsung Galaxy S22,844,5,Cash,5066,Regular,5,3,4220,10/7/2021,10/8/2021,Late
ORD103024,10/5/2021,South,Furniture,Godrej Office Chair,592,2,Card,5362,Regular,20,3,1184,10/8/2021,10/9/2021,Late
ORD103025,10/5/2021,East,Toys,Barbie Dreamhouse,418,4,Wallet,6023,Regular,1,7,1672,10/12/2021,10/13/2021,Late
ORD103026,10/5/2021,East,Books,Deep Work,1342,4,Cash,5309,New,14,2,5368,10/7/2021,10/8/2021,Late
ORD103027,10/6/2021,South,Furniture,IKEA Bookshelf,1400,3,Wallet,1246,New,20,1,4200,10/7/2021,10/9/2021,Late
ORD103028,10/6/2021,South,Clothing,H&M Jacket,872,3,Wallet,6737,Premium,19,Five,2616,10/11/2021,10/11/2021,On-Time
ORD103029,10/6/2021,North,Books,Deep Work,1464,3,Cash,2618,Regular,5,2,4392,10/8/2021,10/9/2021,Late
ORD103030,10/7/2021,South,Books,The Psychology of Money,551,5,Wallet,9612,Premium,20,2,2755,10/9/2021,10/8/2021,On-Time
ORD103031,10/7/2021,East,Furniture,IKEA Bookshelf,1492,5,Card,6160,Premium,6,6,7460,10/13/2021,10/14/2021,Late
ORD103032,10/7/2021,North,Grocery,India Gate Basmati Rice,1043,2,Wallet,2371,New,19,7,2086,10/14/2021,10/14/2021,On-Time
ORD103033,10/8/2021,West,Furniture,Sleepwell Mattress,947,1,Card,8728,New,12,1,947,10/9/2021,10/9/2021,On-Time
ORD103034,10/8/2021,East,Books,Rich Dad Poor Dad,1116,4,UPI,5238,Premium,14,Five,4464,10/13/2021,10/13/2021,On-Time
ORD103035,10/8/2021,East,Clothing,Levi's 511 Jeans,1597,4,UPI,3612,New,17,4,6388,10/12/2021,10/12/2021,On-Time
ORD103036,10/9/2021,North,Books,Atomic Habits,1313,4,UPI,3080,New,7,4,5252,10/13/2021,10/12/2021,On-Time
ORD103037,10/9/2021,West,Clothing,Levi's 511 Jeans,983,2,Wallet,6919,New,1,Five,1966,10/14/2021,10/15/2021,Late
ORD103038,10/9/2021,East,Electronics,Apple Watch SE,518,2,UPI,5324,Premium,17,Five,1036,10/14/2021,10/16/2021,Late
ORD103039,10/10/2021,South,Toys,Hot Wheels Set,1833,3,UPI,8797,Premium,6,7,5499,10/17/2021,10/19/2021,Late
ORD103040,10/10/2021,East,Books,Atomic Habits,,1,Wallet,3735,Premium,4,4,964,10/14/2021,10/13/2021,On-Time
ORD103041,10/10/2021,North,Furniture,Nilkamal Table,888,3,Cash,7083,Regular,14,2,2664,10/12/2021,10/13/2021,Late
ORD103042,10/11/2021,North,Electronics,iPhone 13,1971,2,Wallet,8352,Premium,8,7,3942,10/18/2021,10/19/2021,Late
ORD103043,10/11/2021,North,Toys,Barbie Dreamhouse,594,5,Card,4058,New,18,2,2970,10/13/2021,10/15/2021,Late
ORD103044,10/11/2021,East,Furniture,Sleepwell Mattress,1162,3,Wallet,6334,Premium,20,6,3486,10/17/2021,10/16/2021,On-Time
ORD103045,10/12/2021,West,Grocery,Parle-G Biscuits,261,2,Cash,2153,Regular,13,1,522,10/13/2021,10/15/2021,Late
ORD103046,10/12/2021,South,Furniture,Nilkamal Table,220,2,UPI,5940,New,8,Five,440,10/17/2021,10/16/2021,On-Time
ORD103047,10/12/2021,North,Clothing,H&M Jacket,498,5,Wallet,4079,Premium,16,2,2490,10/14/2021,10/14/2021,On-Time
ORD103048,10/13/2021,West,Clothing,H&M Jacket,1385,5,UPI,1402,Premium,5,2,6925,10/15/2021,10/16/2021,Late
ORD103049,10/13/2021,South,Grocery,India Gate Basmati Rice,827,5,Card,3975,New,3,1,4135,10/14/2021,10/15/2021,Late
ORD103050,10/13/2021,North,Electronics,iPhone 13,1947,1,Cash,8536,Premium,13,Five,1947,10/18/2021,10/19/2021,Late
ORD103051,10/14/2021,South,Toys,Barbie Dreamhouse,660,2,UPI,6919,Regular,15,1,1320,10/15/2021,10/16/2021,Late
ORD103052,10/14/2021,South,Furniture,Godrej Office Chair,703,5,UPI,7760,New,4,1,3515,10/15/2021,10/16/2021,Late
ORD103053,10/14/2021,West,Clothing,Levi's 511 Jeans,1252,1,UPI,1980,Premium,3,4,1252,10/18/2021,10/19/2021,Late
ORD103054,10/15/2021,South,Electronics,Apple Watch SE,1956,4,UPI,7680,New,2,1,7824,10/16/2021,10/16/2021,On-Time
ORD103055,10/15/2021,North,Grocery,Amul Milk,639,4,Wallet,3384,Premium,4,7,2556,10/22/2021,10/23/2021,Late
ORD103056,10/15/2021,West,Books,The Psychology of Money,455,4,Cash,9990,Premium,6,7,1820,10/22/2021,10/22/2021,On-Time
ORD103057,10/16/2021,East,Clothing,Adidas Hoodie,759,2,Cash,2366,New,4,7,1518,10/23/2021,10/24/2021,Late
ORD103058,10/16/2021,East,Grocery,Tata Salt,531,1,UPI,3938,Premium,17,Five,531,10/21/2021,10/22/2021,Late
ORD103059,10/16/2021,West,Furniture,Sleepwell Mattress,1963,1,Cash,2262,Premium,7,2,1963,10/18/2021,10/17/2021,On-Time
ORD103060,10/17/2021,East,Toys,Barbie Dreamhouse,1188,4,UPI,8659,New,18,2,4752,10/19/2021,10/20/2021,Late
ORD103061,10/17/2021,South,Clothing,Zara T-Shirt,1341,3,Card,7187,Premium,10,4,4023,10/21/2021,10/23/2021,Late
ORD103062,10/17/2021,North,Clothing,Levi's 511 Jeans,662,4,Card,9495,Premium,17,Five,2648,10/22/2021,10/21/2021,On-Time
ORD103063,10/18/2021,South,Furniture,Urban Ladder Sofa,1550,2,Card,3316,New,4,7,3100,10/25/2021,10/24/2021,On-Time
ORD103064,10/18/2021,West,Books,Ikigai,916,4,Cash,8909,Regular,19,2,3664,10/20/2021,10/19/2021,On-Time
ORD103065,10/18/2021,North,Electronics,Samsung Galaxy S22,1197,4,UPI,1921,Regular,7,1,4788,10/19/2021,10/21/2021,Late
ORD103066,10/19/2021,West,Toys,LEGO Classic,1583,1,Wallet,8114,Regular,13,7,1583,10/26/2021,10/26/2021,On-Time
ORD103067,10/19/2021,West,Clothing,Adidas Hoodie,1548,4,Wallet,7574,Regular,3,7,6192,10/26/2021,10/25/2021,On-Time
ORD103068,10/19/2021,West,Toys,NERF Gun,810,5,Card,9612,Regular,8,3,4050,10/22/2021,10/21/2021,On-Time
ORD103069,10/20/2021,South,Clothing,Nike Air Max,1315,5,Card,6529,Regular,11,7,6575,10/27/2021,10/26/2021,On-Time
ORD103070,10/20/2021,North,Toys,LEGO Classic,1312,3,Cash,4809,New,16,3,3936,10/23/2021,10/24/2021,Late
ORD103071,10/20/2021,North,Grocery,Fortune Oil,111,2,Wallet,2166,New,20,7,222,10/27/2021,10/27/2021,On-Time
ORD103072,10/21/2021,North,Clothing,Levi's 511 Jeans,338,2,Cash,9731,New,19,7,676,10/28/2021,10/30/2021,Late
ORD103073,10/21/2021,South,Toys,NERF Gun,1995,1,Card,7268,Premium,9,7,1995,10/28/2021,10/30/2021,Late
ORD103074,10/21/2021,East,Electronics,Samsung Galaxy S22,1716,2,UPI,6331,Regular,10,3,3432,10/24/2021,10/24/2021,On-Time
ORD103075,10/22/2021,South,Grocery,Parle-G Biscuits,552,3,UPI,6029,Regular,6,3,1656,10/25/2021,10/25/2021,On-Time
ORD103076,10/22/2021,South,Grocery,Tata Salt,482,5,UPI,2460,New,3,1,2410,10/23/2021,10/23/2021,On-Time
ORD103077,10/22/2021,West,Electronics,iPhone 13,881,1,Card,5687,Premium,20,2,881,10/24/2021,10/25/2021,Late
ORD103078,10/23/2021,North,Toys,LEGO Classic,1925,5,Cash,6357,Premium,8,4,9625,10/27/2021,10/26/2021,On-Time
ORD103079,10/23/2021,North,Furniture,IKEA Bookshelf,147,3,UPI,5739,New,6,1,441,10/24/2021,10/25/2021,Late
ORD103080,10/23/2021,East,Electronics,Dell XPS 13,416,1,Wallet,1327,Regular,8,2,416,10/25/2021,10/25/2021,On-Time
ORD103081,10/24/2021,East,Toys,Monopoly Board Game,308,4,Wallet,6238,Premium,14,Five,1232,10/29/2021,10/30/2021,Late
ORD103082,10/24/2021,West,Electronics,iPhone 13,1670,2,Card,9543,Regular,8,2,3340,10/26/2021,10/28/2021,Late
ORD103083,10/24/2021,North,Electronics,iPhone 13,1242,3,Wallet,6132,Premium,11,2,3726,10/26/2021,10/27/2021,Late
ORD103084,10/25/2021,East,Clothing,Adidas Hoodie,676,1,Wallet,5732,Regular,10,2,676,10/27/2021,10/27/2021,On-Time
ORD103085,10/25/2021,East,Toys,Monopoly Board Game,414,5,Card,4908,Premium,10,1,2070,10/26/2021,10/25/2021,On-Time
ORD103086,10/25/2021,North,Furniture,Godrej Office Chair,853,1,Cash,6291,Regular,11,2,853,10/27/2021,10/28/2021,Late
ORD103087,10/26/2021,South,Clothing,Nike Air Max,1159,4,UPI,9425,Regular,1,7,4636,11/2/2021,11/2/2021,On-Time
ORD103088,10/26/2021,East,Electronics,iPhone 13,1586,3,Card,4122,Regular,15,2,4758,10/28/2021,10/29/2021,Late
ORD103089,10/26/2021,North,Books,Deep Work,1887,1,Wallet,5876,New,5,Five,1887,10/31/2021,11/2/2021,Late
ORD103090,10/27/2021,East,Electronics,Apple Watch SE,1014,3,UPI,3728,Regular,14,Five,3042,11/1/2021,11/2/2021,Late
ORD103091,10/27/2021,West,Electronics,Apple Watch SE,854,3,UPI,8995,Regular,20,3,2562,10/30/2021,10/31/2021,Late
ORD103092,10/27/2021,East,Toys,NERF Gun,653,5,UPI,2823,Premium,8,6,3265,11/2/2021,11/1/2021,On-Time
ORD103093,10/28/2021,North,Toys,Monopoly Board Game,1704,2,Card,4500,Premium,17,1,3408,10/29/2021,10/30/2021,Late
ORD103094,10/28/2021,East,Clothing,Levi's 511 Jeans,502,4,UPI,5073,New,4,2,2008,10/30/2021,10/31/2021,Late
ORD103095,10/28/2021,West,Furniture,Godrej Office Chair,1230,1,Cash,2230,Premium,4,3,1230,10/31/2021,11/2/2021,Late
ORD103096,10/29/2021,West,Clothing,H&M Jacket,138,2,Wallet,5395,Regular,18,3,276,11/1/2021,11/3/2021,Late
ORD103097,10/29/2021,East,Grocery,Fortune Oil,680,5,Card,7051,New,19,1,3400,10/30/2021,11/1/2021,Late
ORD103098,10/29/2021,East,Electronics,Samsung Galaxy S22,279,2,Card,2476,New,3,6,558,11/4/2021,11/3/2021,On-Time
ORD103099,10/30/2021,West,Books,Rich Dad Poor Dad,111,3,UPI,3023,New,9,3,333,11/2/2021,11/4/2021,Late
ORD103100,10/30/2021,West,Electronics,Samsung Galaxy S22,1462,3,Wallet,3596,Regular,7,3,4386,11/2/2021,11/4/2021,Late
ORD103101,10/30/2021,South,Electronics,iPhone 13,1042,4,UPI,8840,Regular,2,1,4168,10/31/2021,11/1/2021,Late
ORD103102,10/31/2021,South,Clothing,Nike Air Max,1839,1,UPI,8121,Premium,9,4,1839,11/4/2021,11/5/2021,Late
ORD103103,10/31/2021,West,Books,Ikigai,647,1,Card,3430,Premium,6,3,647,11/3/2021,11/2/2021,On-Time
ORD103104,10/31/2021,???,Books,The Psychology of Money,1249,5,Cash,8954,Premium,6,Five,6245,11/5/2021,11/7/2021,Late
ORD103105,11/1/2021,North,Books,Rich Dad Poor Dad,,4,Wallet,7943,New,16,7,648,11/8/2021,11/8/2021,On-Time
ORD103106,11/1/2021,East,Clothing,Nike Air Max,943,1,Wallet,1533,Regular,2,3,943,11/4/2021,11/5/2021,Late
ORD103107,11/1/2021,East,Electronics,iPhone 13,1205,3,Wallet,2256,Premium,16,1,3615,11/2/2021,11/2/2021,On-Time
ORD103108,11/2/2021,South,Clothing,Zara T-Shirt,1108,4,Wallet,2657,Regular,3,1,4432,11/3/2021,11/3/2021,On-Time
ORD103109,11/2/2021,South,Toys,Barbie Dreamhouse,1942,2,Cash,2752,New,16,6,3884,11/8/2021,11/10/2021,Late
ORD103110,11/2/2021,South,Toys,LEGO Classic,1422,4,Card,7713,Regular,12,7,5688,11/9/2021,11/9/2021,On-Time
ORD103111,11/3/2021,West,Clothing,Adidas Hoodie,133,4,Cash,3978,Regular,3,4,532,11/7/2021,11/6/2021,On-Time
ORD103112,11/3/2021,West,Books,Atomic Habits,851,1,UPI,5332,New,11,4,851,11/7/2021,11/6/2021,On-Time
ORD103113,11/3/2021,East,Electronics,Dell XPS 13,1732,5,Card,4653,Premium,11,6,8660,11/9/2021,11/10/2021,Late
ORD103114,11/4/2021,East,Clothing,Zara T-Shirt,148,5,Cash,4013,Regular,16,6,740,11/10/2021,11/10/2021,On-Time
ORD103115,11/4/2021,North,Clothing,Nike Air Max,757,1,Wallet,9892,Regular,5,Five,757,11/9/2021,11/8/2021,On-Time
ORD103116,11/4/2021,East,Clothing,Nike Air Max,1760,1,Wallet,8652,New,20,7,1760,11/11/2021,11/10/2021,On-Time
ORD103117,11/5/2021,East,Grocery,Fortune Oil,800,1,Card,8100,Regular,8,Five,800,11/10/2021,11/10/2021,On-Time
ORD103118,11/5/2021,South,Toys,Barbie Dreamhouse,1180,5,Cash,5866,Regular,11,3,5900,11/8/2021,11/7/2021,On-Time
ORD103119,11/5/2021,South,Books,Atomic Habits,1984,1,Card,2764,Regular,11,4,1984,11/9/2021,11/9/2021,On-Time
ORD103120,11/6/2021,South,Furniture,Urban Ladder Sofa,208,2,Wallet,2122,New,18,Five,416,11/11/2021,11/10/2021,On-Time
ORD103121,11/6/2021,South,Books,The Psychology of Money,1640,2,Cash,4830,Regular,19,3,3280,11/9/2021,11/9/2021,On-Time
ORD103122,11/6/2021,South,Furniture,Urban Ladder Sofa,1084,3,Wallet,7700,New,10,2,3252,11/8/2021,11/7/2021,On-Time
ORD103123,11/7/2021,North,Grocery,India Gate Basmati Rice,123,2,Card,3958,Premium,4,3,246,11/10/2021,11/9/2021,On-Time
ORD103124,11/7/2021,North,Clothing,Adidas Hoodie,320,4,Card,2540,Regular,10,7,1280,11/14/2021,11/13/2021,On-Time
ORD103125,11/7/2021,North,Grocery,Fortune Oil,414,3,Card,9714,New,14,Five,1242,11/12/2021,11/14/2021,Late
ORD103126,11/8/2021,South,Grocery,Parle-G Biscuits,393,2,Card,6467,New,6,7,786,11/15/2021,11/17/2021,Late
ORD103127,11/8/2021,West,Electronics,Dell XPS 13,1133,4,Card,8053,Regular,5,3,4532,11/11/2021,11/10/2021,On-Time
ORD103128,11/8/2021,South,Toys,NERF Gun,1800,2,UPI,6670,New,15,7,3600,11/15/2021,11/17/2021,Late
ORD103129,11/9/2021,South,Furniture,Nilkamal Table,1119,4,Card,2738,Premium,5,7,4476,11/16/2021,11/16/2021,On-Time
ORD103130,11/9/2021,North,Clothing,Levi's 511 Jeans,1604,1,Card,5189,Premium,6,2,1604,11/11/2021,11/13/2021,Late
ORD103131,11/9/2021,South,Furniture,Urban Ladder Sofa,1850,4,Wallet,3533,Premium,19,Five,7400,11/14/2021,11/15/2021,Late
ORD103132,11/10/2021,North,Books,The Psychology of Money,1117,1,Card,6269,Premium,20,3,1117,11/13/2021,11/14/2021,Late
ORD103133,11/10/2021,South,Furniture,Urban Ladder Sofa,737,4,Cash,9690,New,17,Five,2948,11/15/2021,11/14/2021,On-Time
ORD103134,11/10/2021,East,Books,The Psychology of Money,366,4,Card,3418,New,14,6,1464,11/16/2021,11/18/2021,Late
ORD103135,11/11/2021,West,Toys,LEGO Classic,1915,2,UPI,6076,Premium,11,6,3830,11/17/2021,11/18/2021,Late
ORD103136,11/11/2021,West,Books,Rich Dad Poor Dad,187,4,Card,1484,Premium,14,3,748,11/14/2021,11/13/2021,On-Time
ORD103137,11/11/2021,North,Furniture,Sleepwell Mattress,554,2,Wallet,1664,Premium,5,1,1108,11/12/2021,11/13/2021,Late
ORD103138,11/12/2021,East,Furniture,IKEA Bookshelf,1749,4,Cash,4454,Premium,13,Five,6996,11/17/2021,11/16/2021,On-Time
ORD103139,11/12/2021,West,Books,The Psychology of Money,1656,5,Cash,1627,Premium,12,Five,8280,11/17/2021,11/18/2021,Late
ORD103140,11/12/2021,North,Grocery,India Gate Basmati Rice,1271,3,Card,9923,New,19,6,3813,11/18/2021,11/19/2021,Late
ORD103141,11/13/2021,South,Toys,Monopoly Board Game,856,2,Card,5287,Premium,10,6,1712,11/19/2021,11/21/2021,Late
ORD103142,11/13/2021,South,Electronics,Samsung Galaxy S22,1901,2,Card,6166,Premium,13,7,3802,11/20/2021,11/19/2021,On-Time
ORD103143,11/13/2021,East,Clothing,Zara T-Shirt,1852,1,Card,4874,Regular,15,Five,1852,11/18/2021,11/19/2021,Late
ORD103144,11/14/2021,West,Furniture,Urban Ladder Sofa,530,5,Wallet,5540,New,20,Five,2650,11/19/2021,11/18/2021,On-Time
ORD103145,11/14/2021,South,Clothing,Zara T-Shirt,1875,1,Wallet,8476,Premium,13,6,1875,11/20/2021,11/22/2021,Late
ORD103146,11/14/2021,North,Electronics,Samsung Galaxy S22,1010,5,Cash,1707,New,4,3,5050,11/17/2021,11/18/2021,Late
ORD103147,11/15/2021,South,Clothing,Adidas Hoodie,,5,Card,9624,Regular,9,4,9335,11/19/2021,11/19/2021,On-Time
ORD103148,11/15/2021,South,Electronics,Samsung Galaxy S22,1867,4,Wallet,9664,Regular,19,7,7468,11/22/2021,11/22/2021,On-Time
ORD103149,11/15/2021,West,Books,The Psychology of Money,341,1,Wallet,1047,Premium,20,3,341,11/18/2021,11/18/2021,On-Time
ORD103150,11/16/2021,West,Grocery,Tata Salt,801,3,Cash,2914,Premium,7,2,2403,11/18/2021,11/17/2021,On-Time
ORD103151,11/16/2021,North,Furniture,Urban Ladder Sofa,1001,5,Cash,2105,Premium,15,1,5005,11/17/2021,11/19/2021,Late
ORD103152,11/16/2021,East,Electronics,Samsung Galaxy S22,840,5,UPI,4180,Premium,17,3,4200,11/19/2021,11/18/2021,On-Time
ORD103153,11/17/2021,East,Clothing,Adidas Hoodie,165,2,Wallet,9549,Regular,14,3,330,11/20/2021,11/19/2021,On-Time
ORD103154,11/17/2021,South,Furniture,Sleepwell Mattress,1071,4,Cash,1567,New,14,Five,4284,11/22/2021,11/22/2021,On-Time
ORD103155,11/17/2021,North,Grocery,Tata Salt,477,3,Wallet,9671,Premium,9,7,1431,11/24/2021,11/26/2021,Late
ORD103156,11/18/2021,East,Books,Rich Dad Poor Dad,487,5,Wallet,1866,New,16,2,2435,11/20/2021,11/21/2021,Late
ORD103157,11/18/2021,East,Furniture,IKEA Bookshelf,1914,2,Card,2028,Premium,2,7,3828,11/25/2021,11/24/2021,On-Time
ORD103158,11/18/2021,South,Electronics,Samsung Galaxy S22,880,1,Card,2813,Premium,14,Five,880,11/23/2021,11/23/2021,On-Time
ORD103159,11/19/2021,North,Grocery,India Gate Basmati Rice,,5,Card,4728,Regular,4,6,1540,11/25/2021,11/24/2021,On-Time
ORD103160,11/19/2021,East,Clothing,Adidas Hoodie,1538,2,Card,6513,Premium,3,7,3076,11/26/2021,11/25/2021,On-Time
ORD103161,11/19/2021,West,Grocery,Amul Milk,115,1,Wallet,4526,Premium,3,Five,115,11/24/2021,11/26/2021,Late
ORD103162,11/20/2021,West,Grocery,Tata Salt,1420,4,UPI,5803,Premium,11,4,5680,11/24/2021,11/25/2021,Late
ORD103163,11/20/2021,South,Toys,NERF Gun,1085,1,UPI,7569,Regular,5,1,1085,11/21/2021,11/20/2021,On-Time
ORD103164,11/20/2021,South,Grocery,Parle-G Biscuits,1343,5,UPI,2050,New,16,4,6715,11/24/2021,11/23/2021,On-Time
ORD103165,11/21/2021,South,Grocery,Parle-G Biscuits,1892,3,Wallet,9318,Regular,19,Five,5676,11/26/2021,11/27/2021,Late
ORD103166,11/21/2021,South,Furniture,Nilkamal Table,466,1,UPI,7278,Premium,9,1,466,11/22/2021,11/24/2021,Late
ORD103167,11/21/2021,East,Clothing,H&M Jacket,879,3,Wallet,2652,Premium,11,3,2637,11/24/2021,11/23/2021,On-Time
ORD103168,11/22/2021,North,Furniture,Urban Ladder Sofa,1352,3,Cash,9199,Premium,12,7,4056,11/29/2021,12/1/2021,Late
ORD103169,11/22/2021,South,Furniture,Nilkamal Table,1754,1,UPI,5708,New,8,2,1754,11/24/2021,11/26/2021,Late
ORD103170,11/22/2021,South,Electronics,iPhone 13,539,4,Wallet,6318,New,14,4,2156,11/26/2021,11/25/2021,On-Time
ORD103171,11/23/2021,East,Furniture,Sleepwell Mattress,789,1,Cash,6859,Premium,17,2,789,11/25/2021,11/26/2021,Late
ORD103172,11/23/2021,South,Toys,Barbie Dreamhouse,1655,2,Card,7615,Premium,20,Five,3310,11/28/2021,11/27/2021,On-Time
ORD103173,11/23/2021,???,Toys,NERF Gun,1573,3,Cash,9370,New,15,1,4719,11/24/2021,11/23/2021,On-Time
ORD103174,11/24/2021,North,Electronics,Dell XPS 13,1159,5,Cash,7593,Regular,15,6,5795,11/30/2021,11/30/2021,On-Time
ORD103175,11/24/2021,West,NA,Rich Dad Poor Dad,946,3,UPI,4595,Regular,12,7,2838,12/1/2021,12/2/2021,Late
ORD103176,11/24/2021,South,Clothing,Zara T-Shirt,521,5,Card,5910,New,9,7,2605,12/1/2021,12/1/2021,On-Time
ORD103177,11/25/2021,East,Clothing,Zara T-Shirt,1743,2,Card,4254,New,12,3,3486,11/28/2021,11/29/2021,Late
ORD103178,11/25/2021,North,Furniture,Urban Ladder Sofa,1312,2,UPI,5453,Premium,19,1,2624,11/26/2021,11/25/2021,On-Time
ORD103179,11/25/2021,East,Furniture,IKEA Bookshelf,1301,2,Cash,3423,New,12,6,2602,12/1/2021,12/3/2021,Late
ORD103180,11/26/2021,North,Books,Rich Dad Poor Dad,707,1,Wallet,9108,New,11,2,707,11/28/2021,11/28/2021,On-Time
ORD103181,11/26/2021,North,Furniture,Sleepwell Mattress,1438,3,UPI,5797,Premium,6,2,4314,11/28/2021,11/28/2021,On-Time
ORD103182,11/26/2021,South,Clothing,Zara T-Shirt,119,5,Cash,7981,New,8,3,595,11/29/2021,11/29/2021,On-Time
ORD103183,11/27/2021,South,Grocery,Parle-G Biscuits,775,2,Wallet,8937,Premium,11,6,1550,12/3/2021,12/3/2021,On-Time
ORD103184,11/27/2021,South,Toys,Hot Wheels Set,481,2,UPI,7681,Regular,3,6,962,12/3/2021,12/4/2021,Late
ORD103185,11/27/2021,West,Grocery,Amul Milk,708,5,UPI,5877,Regular,16,3,3540,11/30/2021,12/2/2021,Late
ORD103186,11/28/2021,West,Grocery,Tata Salt,242,3,Card,5177,Regular,6,1,726,11/29/2021,12/1/2021,Late
ORD103187,11/28/2021,East,Clothing,Adidas Hoodie,161,3,Card,4429,Premium,9,4,483,12/2/2021,12/1/2021,On-Time
ORD103188,11/28/2021,South,Grocery,Fortune Oil,1365,5,Card,1184,Regular,9,1,6825,11/29/2021,11/28/2021,On-Time
ORD103189,11/29/2021,West,Books,Rich Dad Poor Dad,337,4,Wallet,4133,Regular,6,7,1348,12/6/2021,12/6/2021,On-Time
ORD103190,11/29/2021,South,Electronics,Samsung Galaxy S22,1254,3,UPI,5978,Premium,5,2,3762,12/1/2021,11/30/2021,On-Time
ORD103191,11/29/2021,West,Furniture,IKEA Bookshelf,,5,Card,9698,Premium,1,1,8640,11/30/2021,11/29/2021,On-Time
ORD103192,11/30/2021,West,Electronics,iPhone 13,1726,5,Card,7137,Regular,3,Five,8630,12/5/2021,12/6/2021,Late
